N,Зарын гарчиг,Нийт үнэ 0,Огноо,Цаг,Зарын дугаар,Утасны дугаар,Өрөө,Дүүрэгт байршил,Тайлбар,url,Шал:,Тагт:,Ашиглалтад орсон огноо,Гараж:,Цонх:,Барилгын давхар,Хаалга:,М2 0,Байрны давхар,Лизингээр авах боломж,Цонхны тоо,Барилгын явц:,ad_page,ad_order,location:,Байршил 2,mylocation,Хотхоны ID,Хотхоны нэр,Дэд байршил,Lat,Long,Дүүрэг,Байршил,Хороо,Нийт үнэ,М2,М2 үнэ
1601,Яармаг Грийн арт 49 мкв 2 өрөө байр,136 сая ₮,3/22/2024,14:26,8146045,,2 өрөө,"УБ — Хан-Уул, Яармаг","
Яармаг Нүхтийн ам Green art хотхон
49 мкв 2 өрөө байр зарна.
Green art хотхон
49 мкв 2 өрөө
7/6 давхарт Баруун харсан 2 цонхтой харууц 👍
Ашиглалтал орсон он; 2022
Гэрчилгээ бэлэн тул бэлнээр болон бүх банкны зээлээр авах боломжтой
Худалдан авах нөхцлүүд сонсоно.",https://www.unegui.mn/adv/8146045_iaarmag-griin-art-49-mkv-2-oroo/,Паркет,1 тагттай,2022,Байхгүй,Вакум,7,Бүргэд,49.0 м²,6,Хувь лизингтэй,2,Ашиглалтад орсон,9,51,,,Яармаг,,,,,,Хан-Уул,Яармаг,,136,49,2.775510204
1602,Бгд 25р хороо 45мк 2 өрөө байр,"110 сая ₮
үнэ тохирно",3/22/2024,14:26,8146250,,2 өрөө,"УБ — Баянгол, 10-р хороолол","
Маш дулаахан үдээс хойшын нар тусна.",https://www.unegui.mn/adv/8146250_bgduureg-25r-khoroo-45mk-2-oroo-khiamd-zarlaa/,Паркет,1 тагттай,2013,Байхгүй,Вакум,16,Бүргэд,45.0 м²,8,Лизинггүй,2,Ашиглалтад орсон,9,52,,,10-р хороолол,,,,,,Баянгол,10-р хороолол,,110,45,2.444444444
1603,10р хороололд 2 өрөө байр 54мкв,"2.8 сая ₮
үнэ тохирно",3/22/2024,14:27,8146272,,2 өрөө,"УБ — Баянгол, 10-р хороолол",,https://www.unegui.mn/adv/8146272_10r-khoroolold-2-oroo-bair-khudaldana/,Паркет,1 тагттай,1990,Байхгүй,Вакум,5,Бүргэд,54.0 м²,2,Лизинггүй,4,Ашиглалтад ороогүй,9,49,,,10-р хороолол,,,,,,Баянгол,10-р хороолол,,2.8,54,0.051851852
1604,115 сургуулийн хойно 71 байранд 3н өрөө байр,"263.7 сая ₮
үнэ тохирно",3/22/2024,14:31,8140284,,3 өрөө,"УБ — Хан-Уул, Зайсан","
Улсын сургууль цэцэрлэг хажуудаа 115 сургуулийн чанх хойно 71 байр",https://www.unegui.mn/adv/8140284_115-surguuliin-khoino-71-bairand-3n-oroo-bair-khudaldana/,Паркет,1 тагттай,2015,Байгаа,Вакум,6,Бүргэд,94.0 м²,5,Лизинггүй,5,Ашиглалтад орсон,9,48,,,Зайсан,,,,,,Хан-Уул,Зайсан,,263.7,94,2.805319149
1605,Худ 19р хороолол 2өрөө байр,164 сая ₮,3/22/2024,14:35,7976003,,2 өрөө,"УБ — Хан-Уул, 19-р хороолол","
ХУД.19р хороолол 3р хороо 18-рсургуулийн чанх урд 2017онд ашиглалтад орсон 12давхар байрны 3давхарт 2өрөө 47мк байр зарна. Цонх хойшоо болон зүүн тийш харсан.
ЗУУЧТАЙ хамтрахгүй",https://www.unegui.mn/adv/7976003_khud-19r-khoroolol-2oroo-bair-zarna/,Паркет,1 тагттай,2017,Байхгүй,Вакум,12,Бүргэд,46.78 м²,3,Лизинггүй,4,Ашиглалтад орсон,9,47,,,19-р хороолол,,,,,,Хан-Уул,19-р хороолол,,164,46.78,3.505771697
1606,Сэзис-ийн зүүн хойно 58.17 мкв 2 өрөө,232.68 сая ₮,3/22/2024,14:36,8146311,,2 өрөө,"УБ — Баянзүрх, Бөхийн Өргөө","
🎯СЭЗИС-ийн зүүн хойно 58.17 мкв 2 өрөө орон сууц худалдана.

✅ Их дээд сургууль, цэцэрлэг, үйлчилгээний төв, захтай ойрхон
✅58.17 мкв талбайтай, саруулхан том өрөөтэй.
✅2015 онд ашиглалтанд орсон.
✅Баруун харсан 2 цонх, хойшоо харсан 1 цонхтой.
✅Өвөлдөө маш дулаан, ус, дулаан сайн.
✅ 10/11 давхарт
✅ Тагт рекэлсэн

⛳️ Байршил: БЗД, ХААЯамны хойно
Үнэ: мкв нь 4'000'000.
Нийт үнэ: 232'680'000

🎁Гал тогооны тавилга болон үүдний өрөөний шкаф үлдэнэ.

🏦 Банкны зөвөлгөө мэдээлэл өгч банкинд хобож өгнө",https://www.unegui.mn/adv/8146311_sezis-iin-zuun-khoino-58-17-mkv-2-oroo-oron-suuts-khudaldana/,Паркет,1 тагттай,2015,Байхгүй,Вакум,11,Бүргэд,58.0 м²,10,Банкны лизингтэй,2,Ашиглалтад орсон,9,46,,,,,,,,,Баянзүрх,Бөхийн Өргөө,,232.68,58,4.011724138
1607,Sunny town хотхонд мастертай 3 өрөө байр 74.72 мкв,254 сая ₮,3/22/2024,14:38,8011486,,3 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 26",,https://www.unegui.mn/adv/8011486_sunny-town-khotkhond-mastertai-3-oroo-bair-khudaldana-74-72-mkv-bair-khudaldana/,Паркет,1 тагттай,2016,Байхгүй,Вакум,16,Бүргэд,74.72 м²,11,Лизинггүй,3,Ашиглалтад орсон,9,45,,,Цэцэрлэгт хүрээлэн,,,,,,Баянзүрх,Хороо 26,26,254,74.72,3.399357602
1608,"Бгд, нарны гүүрний баруун талд алтай хотхонд 2 өрөө",123 сая ₮,3/22/2024,14:39,8146319,,2 өрөө,"УБ — Баянгол, Алтай хотхон",,https://www.unegui.mn/adv/8146319_bgd-narny-guurnii-baruun-tald-altai-khotkhond-2-oroo/,Паркет,1 тагттай,2012,Байхгүй,Вакум,12,Бүргэд,42.5 м²,2,Лизинггүй,2,Ашиглалтад орсон,9,44,,,Алтай хотхон,,,,,,Баянгол,Алтай хотхон,,123,42.5,2.894117647
1609,Арцат апартмент 2 хотхонд мастертай 3 өрөө,2.8 сая ₮,3/22/2024,14:43,8146340,,3 өрөө,"УБ — Хан-Уул, Хан-Уул, Хороо 23","
ХУД ,23-р хороо Арцат апартмент 2 хотхонд мастертай 79,6 мкв 3 өрөө орон сууц худалдана
ҮХХ м: 2,8 сая
Нийт үнэ: 222,880,000
- Гэрчилгээ бэлэн тул банкаар авах боломжтой
- Цоо шинэ
- Баруун харсан нарны тусгал сайн
- 2 А/Ц өрөөтэй
- 9 давхарт",https://www.unegui.mn/adv/8146340_artsat-apartment-2-khotkhond-mastertai-3-oroo/,Паркет,1 тагттай,2022,Байхгүй,Вакум,16,Бүргэд,79.0 м²,9,Лизинггүй,3,Ашиглалтад орсон,9,43,,,,,,,,,Хан-Уул,Хороо 23,23,2.8,79,0.035443038
1610,Натур худалдааны төвийн урд 94-р байранд 40мкв 1 өрөө байр,"120 сая ₮
үнэ тохирно",3/22/2024,14:46,8110589,,1 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 25","
Натур худалдааны төвийн урд 94-р байранд 40мкв 1 өрөө байр зарна
- Урагшаа харсан 2 цонхтой
- 256-р цэцэрлэгийн хажууд
- 21-р сургуультай ойрхон
- СӨХ үйл ажиллагаа сайн
- Гаднаа 20 орчим машин зогсох
боломжтой автомат хаалттай зогсоолтой",https://www.unegui.mn/adv/8110589_natur-khudaldaany-toviin-urd-94-r-bairand-40mkv-1-oroo-bair/,Ламинат,Тагтгүй,2011,Байхгүй,Вакум,10,Бүргэд,40.0 м²,7,Лизинггүй,2,Ашиглалтад орсон,9,42,,,Натур,,,,,,Баянзүрх,Хороо 25,25,120,40,3
1611,Бзд 26 хороо олимп хотхонд 77мкв 3 өрөө байр,245 сая ₮,3/22/2024,14:49,8068298,,2 өрөө,"УБ — Баянзүрх, Олимп хотхон","
Бзд 26 хороо Олимп хотхонд 77мкв 3 өрөө худалдана.
Үнэ: 1мкв 3.200.000₮ нийт 245.000.000₮
-12 давхарын 1 давхарт
-зүүн 2, хойш харсан 2 цонх 1 тагттай
-1 ариун цэврийн өрөөтэй
-Өрөөний зохион байгуулалт сайтай.
-гал тогоо үүдний шкап үлдэнэ
-Гэрчилгээ бэлэн",https://www.unegui.mn/adv/8068298_bzd-26-khoroo-olimp-khotkhond-77mkv-3-oroo-khudaldana/,Паркет,1 тагттай,2016,Байхгүй,Вакум,12,Бүргэд,77.0 м²,1,Лизинггүй,4,Ашиглалтад орсон,9,31,,,Олимп хотхон,,,,,,Баянзүрх,Олимп хотхон,,245,77,3.181818182
1612,"Яармаг, гүмүда гарден 53,43мкв 2 өрөө орон сууц","187 сая ₮
үнэ тохирно",3/22/2024,14:49,8119146,,2 өрөө,"УБ — Хан-Уул, Хан-Уул, Хороо 4","
Яармаг, Гүмүда Гарден 53,43мкв 2 өрөө орон сууц худалдана

Үнэ: 187.005.000₮
Нөхцөл: Бэлэн болон банкаар

-16 давхарын 12 давхарт
-Урагш харсан 2 цонх, тагт
-Бүрэн цутагмал хийцтэй
-Гадна пасад металл


Хотхоныхоо гадаа хүүхдийн тоглоомын талбайтай
Нийслэлийн Хангарьд ордон ойрхон
Урд талдаа Алтан босго академ сургуультай
Улсын 34, 63-р сургуулиудад ойрхон
Улсын 71, 73-р цэцэрлэгт ойрхон
Хан- уул дүүргийн нэгдсэн эмнэлэг дэргэдээ",https://www.unegui.mn/adv/8119146_iaarmag-gumuda-garden-53-43mkv-2-oroo-oron-suuts-khudaldana/,Мод,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,53.0 м²,12,Лизинггүй,2,Ашиглалтад орсон,9,32,,,Яармаг,,,,,,Хан-Уул,Хороо 4,4,187,53,3.528301887
1613,Элизабет хотхонд 69.11мкв 2 өрөө байр,283 сая ₮,3/22/2024,14:49,8099631,,2 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 26","
ЭЛИЗАБЕТ хотхонд 69.11мкв 2 өрөө байр худалдана.

1мкв үнэ 4.100.000₮ нийт: 283.000.000₮

-16 давхрын 9 давхарт
-Зүүн харсан 3 цонх, 1 Тагт
-Захиалгын гэрээтэй
-221р байр
-2021 онд ашиглалтанд орсон",https://www.unegui.mn/adv/8099631_elizabet-khotkhond-69-11mkv-2-oroo-bair-khudaldana/,Паркет,1 тагттай,2021,Байхгүй,Вакум,16,Бүргэд,69.11 м²,9,Банкны лизингтэй,3,Ашиглалтад орсон,9,33,,,Цэцэрлэгт хүрээлэн,,,,,,Баянзүрх,Хороо 26,26,283,69.11,4.09492114
1614,Яармаг шинэ өргөө 62мкв 2 өрөө орон сууц,"165 сая ₮
үнэ тохирно",3/22/2024,14:49,7952975,,2 өрөө,"УБ — Хан-Уул, Яармаг",,https://www.unegui.mn/adv/7952975_iaarmag-shine-orgoo-62mkv-2-oroo-oron-suuts-khudaldana/,Паркет,1 тагттай,2015,Байгаа,Вакум,5,Бүргэд,62.0 м²,3,Лизинггүй,3,Ашиглалтад орсон,9,34,,,Яармаг,,,,,,Хан-Уул,Яармаг,,165,62,2.661290323
1615,Нарт 3 хотхон 1-р ээлж 70мкв 3 өрөө орон сууц,"218 сая ₮
үнэ тохирно",3/22/2024,14:49,7896975,,3 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 26","
Нарт 3 хотхон 1-р ээлж 70мкв 3 өрөө орон сууц худалдана

Үнэ: 1мкв - 3.100.000₮, нийт - 218.000.000₮
Нөхцөл: Бэлэн

- 2022 онд ашиглалтад орсон
- 12 давхарын 10 давхарт
- Зүүн болон урагш харсан цонх тагт
- Маш гоё харагдацтай",https://www.unegui.mn/adv/7896975_nart-3-khotkhon-1-r-eelzh-70mkv-3-oroo-oron-suuts-khudaldana/,Паркет,1 тагттай,2022,Байхгүй,Вакум,12,Бүргэд,70.0 м²,10,Лизинггүй,4,Ашиглалтад орсон,9,35,,,Цэцэрлэгт хүрээлэн,,,,,,Баянзүрх,Хороо 26,26,218,70,3.114285714
1616,Tokyo town-2 хотхонд 75.1мкв 3 өрөө орон сууц,428 сая ₮,3/22/2024,14:49,8068380,,3 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 26","
TOKYO TOWN-2 хотхонд 75.1мкв 3 өрөө орон сууц худалдана.
Үнэ: 5.700.000₮ Нийт 428.000.000₮

-16 давхарын 4 давхарт
-Харууц гоё зүүн харсан цонхтой
-Тоглоомын талбайд машин орохгүй
-Давхартаа цөөн айлтай",https://www.unegui.mn/adv/8068380_tokyo-town-2-khotkhond-75-1mkv-3-oroo-oron-suuts-khudaldana/,Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,75.1 м²,4,Лизинггүй,4,Ашиглалтад орсон,9,36,,,Цэцэрлэгт хүрээлэн,,,,,,Баянзүрх,Хороо 26,26,428,75.1,5.699067909
1617,Хан хийлс хотхонд 106 мкв 3 өрөө мастертай,551.2 сая ₮,3/22/2024,14:49,8099706,,3 өрөө,"УБ — Хан-Уул, Хүннү","
Хан хийлс хотхонд 106 мкв 3 өрөө мастертай орон сууц худалдана.

1мкв үнэ: 5.200.000₮ нийт үнэ: 551.200.000₮
Нөхцөл: Банк болон бэлэнээр

-12 давхрын 10 давхарт
-535 байр
-Баруун харсан 3 цонх, 1 Тагт
-Гэрчилгээ бэлэн
-Гал тогооны болон үүдний шкаф үлдэнэ
-Засвар хийх шаардлагагүй супер засвартай
-Мастертай
-Гражгүй",https://www.unegui.mn/adv/8099706_khan-khiils-khotkhond-106-mkv-3-oroo-mastertai-oron-suuts-khudaldana/,Паркет,1 тагттай,2020,Байхгүй,Вакум,12,Бүргэд,106.0 м²,10,Банкны лизингтэй,3,Ашиглалтад орсон,9,37,,,Хүннү,,,,,,Хан-Уул,Хүннү,,551.2,106,5.2
1618,Саруул хотхон 172мкв 3 өрөө байр,"640 сая ₮
үнэ тохирно",3/22/2024,14:49,7573143,,3 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 26","
Саруул хотхон 172мкв үйлчилгээний талбай худалдана

Үнэ: 640.000.000₮
Нөхцөл: бэлэн, банкны зээл, бартер

- 115 байр
- 1 давхарт, гадагш хаалгатай
- Баруун зүүн харсан цонх
- Бүх төрлийн үйлчилгээ, оффислох боломжтой
- Засал хийх шаардлагатай",https://www.unegui.mn/adv/7573143_saruul-khotkhon-172mkv-uilchilgeenii-talbai-khudaldana/,Паркет,Тагтгүй,2017,Байгаа,Вакум,12,Бүргэд,172.0 м²,1,Лизинггүй,4,Ашиглалтад орсон,9,38,,,Цэцэрлэгт хүрээлэн,,,,,,Баянзүрх,Хороо 26,26,640,172,3.720930233
1619,Хүннү-2222 1-р ээлжинд 117.83мкв 4 өрөө орон сууц,612.72 сая ₮,3/22/2024,14:49,8140219,,4 өрөө,"УБ — Хан-Уул, Хүннү","
ХУД 18-р хороо Хүннү-2222 1-р ээлжинд 117.83мкв 4 өрөө орон сууц худалдана.

Үнэ: 1мкв:5.200.000₮ Нийт: 612.716.000₮
Төлбөрийн нөхцөл: Бэлэн болон банк


-19 давхрын 1 давхарт
-Мастер унтлагын өрөөтэй
-Урагш 3, хойш 2 цонх, 2 тагттай
-Гэрчилгээ бэлэн
-Гал тогоо, хувцасны өрөө, үүдний бүх тавилга үлдэнэ.",https://www.unegui.mn/adv/8140219_khunnu-2222-1-r-eelzhind-117-83mkv-4-oroo-oron-suuts-khudaldana/,Паркет,1 тагттай,2018,Байхгүй,Вакум,19,Бүргэд,117.83 м²,1,Банкны лизингтэй,5,Ашиглалтад орсон,9,39,,,Хүннү,,,,,,Хан-Уул,Хүннү,,612.72,117.83,5.200033947
1620,Хүннү плас хотхонд 96мкв 4 өрөө орон сууц,624 сая ₮,3/22/2024,14:49,8140262,,4 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 26","
Хүннү Плас хотхонд 96мкв 4 өрөө
орон сууц худалдана.

Үнэ: 1мкв-6.500.000₮ нийт үнэ: 624.000.000₮

Төлбөрийн нөхцөл: Бэлэн болон бартерт цэцэрлэгт хүрээлэнгийн ойролцоо 3 өрөө орон сууц, 570 оролцуулж болно.


-22 давхрын 13 давхарт
-Урагш 3, хойш харсан 2 цонх, 2 тагттай
-Давхартаа 2 айлтай
-гал тогоо, үүдний тавилга үлдэнэ.",https://www.unegui.mn/adv/8140262_khunnu-plas-khotkhond-96mkv-4-oroo-oron-suuts-khudaldana/,Паркет,2 тагттай,2022,Байхгүй,Вакум,22,Бүргэд,96.0 м²,13,Банкны лизингтэй,5,Ашиглалтад орсон,9,40,,,Цэцэрлэгт хүрээлэн,,,,,,Баянзүрх,Хороо 26,26,624,96,6.5
