N,Зарын гарчиг,Нийт үнэ 0,Огноо,Цаг,Зарын дугаар,Утасны дугаар,Өрөө,Дүүрэгт байршил,Тайлбар,url,Шал:,Тагт:,Ашиглалтад орсон огноо,Гараж:,Цонх:,Барилгын давхар,Хаалга:,М2 0,Байрны давхар,Лизингээр авах боломж,Цонхны тоо,Барилгын явц:,ad_page,ad_order,Код:,Байршил 2,mylocation,Хотхоны ID,Хотхоны нэр,Дэд байршил,Lat,Long,Дүүрэг,Байршил,Хороо,Нийт үнэ,М2,М2 үнэ
823,Cedar city residence 3 -өрөө,"270 сая ₮
үнэ тохирно",3/19/2024,9:24,8080878,,3 өрөө,"УБ — Хан-Уул, Яармаг","
Cedar city residence ХОТХОНД 82.33 мкв мастертай 3 өрөө байр яаралтай хямд зарна. 16 давхарын 14 давхарт хойшоо харсан цонхтой. Нүүж ороход бэлэн.",https://www.unegui.mn/adv/8080878_cedar-city-residence-3-oroo/,Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Төмөр,82.33 м²,14,Лизинггүй,3,Ашиглалтад орсон,17,47,,,Яармаг,,,,,,Хан-Уул,Яармаг,,270,82.33,3.279484999
824,Яармагт седар сити хотхонд 3 өрөө,3.3 сая ₮,3/19/2024,9:23,8081039,,3 өрөө,"УБ — Баянгол, 3, 4 хороолол","
Яармагын Шинэ захиргааны баруун талд СЕДАР СИТИ хотхонд харууц сайхан, дулаахан гоё байраа",https://www.unegui.mn/adv/8081039_iaarmagt-sedar-siti-khotkhond-3-oroo/,Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Бүргэд,82.33 м²,14,Лизинггүй,3,Ашиглалтад орсон,17,48,,,"3, 4 хороолол",,,,,,Баянгол,"3, 4 хороолол",,3.3,82.33,0.040082594
825,Яармагт cedar city,3.3 сая ₮,3/19/2024,9:23,8081081,,3 өрөө,"УБ — Хан-Уул, Яармаг",,https://www.unegui.mn/adv/8081081_iaarmagt-cedar-city/,Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Төмөр,82.33 м²,14,Лизинггүй,3,Ашиглалтад орсон,17,49,,,Яармаг,,,,,,Хан-Уул,Яармаг,,3.3,82.33,0.040082594
826,Яармаг архивын ерөнхий газрын хажууд 2 өрөө 53m2,"143.1 сая ₮
үнэ тохирно",3/19/2024,9:23,8081136,,2 өрөө,"УБ — Хан-Уул, Хан-Уул, Хороо 16","
ХУД 21р хороо Буянт ухаа хорооллын урд Шинэ эх нялхас, Архивын ерөнхий газрын хажууд бүрэн цутгамал комисс хүлээж авсан 2р блоконд 2 өрөө",https://www.unegui.mn/adv/8081136_iaarmag-arkhivyn-eronkhii-gazryn-khazhuud-2-oroo/,Паркет,1 тагттай,2023,Байхгүй,Вакум,12,Бүргэд,53.0 м²,11,Лизинггүй,2,Ашиглалтад орсон,17,50,,,Маршал,,,,,,Хан-Уул,Хороо 16,16,143.1,53,2.7
827,Яармаг агарта хотхонд 63мкв 3 өрөө,"195 сая ₮
үнэ тохирно",3/19/2024,9:23,8134806,,3 өрөө,"УБ — Хан-Уул, Яармаг","
Яармагт одоо хшиглалтанд орж буй Агарта 102блок 7 давхарт 3 өрөө худалдана
Гарден сити иөмлийн чанх урд Рояалхаус ХХК бүтээн байгуулалт 1000айлын 7 блок цогцолбор хотхонд
Бүх цонх баруун харсан нар сайн тусна
Гаднаа цэцэрлэгт хүрээлэгтэй.
Байрны доод тал бүрэн дулаан зогсоолтой. Маш гоё төвлөрсөн зохион байгуулалттай төсөл юм.",https://www.unegui.mn/adv/8134806_iaarmag-agarta-khotkhond-3-oroo/,Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Төмөр,63.0 м²,7,Банкны лизингтэй,4,Ашиглалтад ороогүй,17,51,,,Яармаг,,,,,,Хан-Уул,Яармаг,,195,63,3.095238095
828,11- хороолол 2 өрөө байр,170 сая ₮,3/19/2024,9:22,8082180,,2 өрөө,"УБ — Сүхбаатар, 11-р хороолол","
11-р хороолол 2011 онд ашиглалтанд орсон 6/3 давхарт 60мкв баруун болон хойш харсан цонхтой 2 өрөө байр зарна. бүх үйлчилгээндээ ойр лефттэй",https://www.unegui.mn/adv/8082180_11-khoroolol-2-oroo-bair-zarna/,Паркет,Тагтгүй,2011,Байхгүй,Вакум,6,Бүргэд,60.0 м²,3,Лизинггүй,3,Ашиглалтад орсон,17,52,,,11-р хороолол,,,,,,Сүхбаатар,11-р хороолол,,170,60,2.833333333
829,Зайсан вистад 4 өрөө,"820 сая ₮
үнэ тохирно",3/19/2024,9:22,8083867,,4 өрөө,"УБ — Хан-Уул, Зайсан","
Зайсан вистад 141.25 мкв 4 өрөө 10/2 давхарт урагш, хойш, баруун харсан 6 цонхтой байр зарна. Бартерт байр болон япон машин оролцуулж болно. мкв үнэ 5 8 сая",https://www.unegui.mn/adv/8083867_zaisan-vistad-4-oroo/,Паркет,1 тагттай,2021,Байхгүй,Вакум,10,Төмөр,141.25 м²,2,Лизинггүй,6,Ашиглалтад орсон,17,53,,,Зайсан,,,,,,Хан-Уул,Зайсан,,820,141.25,5.805309735
830,Яармаг нүхтийн ам Арвай вилла хотхонд 2 өрөө 49.39м2 байр,115 сая ₮,3/19/2024,9:22,8084678,,2 өрөө,"УБ — Хан-Уул, Яармаг","
Яармаг Нүхтийн ам Арвай вилла хотхонд энэ оны 5-р сард ашиглалтанд орох B2 блокын 7 давхарт зүүн харсан цонхтой 49.39 мкв 2-өрөө байр худалдна.",https://www.unegui.mn/adv/8084678_iaarmag-nukhtiin-am-arvai-villa-khotkhond-2-oroo-bair-zarna/,Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Төмөр,49.39 м²,7,Лизинггүй,2,Ашиглалтад ороогүй,17,54,,,Яармаг,,,,,,Хан-Уул,Яармаг,,115,49.39,2.32840656
831,Astra river view хотхон 88мкв 3 өрөө байр,300 сая ₮,3/19/2024,9:22,8085424,,3 өрөө,"УБ — Хан-Уул, Мишээл","
ХУД-Мишээл экспогийн хажууд
ASTRA RIVER VIEW хотхон
2давхарт
88.79мкв мастертай 3 өрөө
Шинэ хүн амьдраагүй
Гэрчилгээ бэлэн байр #худалдана.",https://www.unegui.mn/adv/8085424_astra-river-view-khotkhon-88mkv-3-oroo/,Паркет,1 тагттай,2024,Байхгүй,Вакум,12,Бүргэд,88.79 м²,2,Лизинггүй,4,Ашиглалтад орсон,17,55,,,Мишээл,,,,,,Хан-Уул,Мишээл,,300,88.79,3.378758869
832,1 өрөө,"94.4 сая ₮
үнэ тохирно",3/19/2024,9:21,8134810,,1 өрөө,"УБ — Баянгол, Баянгол, Хороо 6","
БГД-6 хороо
3-р эмнэлэг Ачтан эмнэлэгийн хажууд
1 өрөө байр худалдана.
29.5 мкв
5н давхрын 2 давхарт
Зүүн тийшээ харсан 1 цонхтой
Улсын 56-р сургууль
Улсын 120, 114-р цэцэрлэгийн харьяа
Автобусны буудал, бүх үйлчилгээтэйгээ ойр
1 мкв үнэ 3.2 сая
Нийт үнэ 94.4сая",https://www.unegui.mn/adv/8134810_1-oroo-94saiaar-zarna/,Паркет,1 тагттай,2013,Байхгүй,Вакум,5,Төмөр,29.5 м²,2,Лизинггүй,1,Ашиглалтад орсон,17,56,,,"3, 4 хороолол",,,,,,Баянгол,Хороо 6,6,94.4,29.5,3.2
833,Сбд 7-р хороо барилга мега стор 2 өрөө байр 58м2,180 сая ₮,3/19/2024,9:21,7660707,,2 өрөө,УБ — Сүхбаатар,"
Хаяг: Сүхбаатар
7-р хороо денверийн гудамж 81 байр.
✅Цонх:Ургшаа харсан цонх тагт баруун харсан
✅Харагдах орчин сайн.
✅135-р цэцэрлэг 200м
✅2-р сургуульд болон сити их сургууль хажууд
✅Байр СӨХ мөнгө бага гардаг
✅Дүүрэг болон бүх үйлчилгэндээ ойрхон",https://www.unegui.mn/adv/7660707_barilga-mega-stor/,Паркет,1 тагттай,2010,Байхгүй,Вакум,12,Бүргэд,58.0 м²,1,Лизинггүй,2,Ашиглалтад орсон,17,57,,,,,,,,,Сүхбаатар,,,180,58,3.103448276
834,"Seven star residence 109,1mkb 4 uruu",501.86 сая ₮,3/19/2024,9:21,8013529,,4 өрөө,УБ — Сүхбаатар,"
📍ЗАЙСАН SEVEN STAR RESIDENCE-Д 4 ӨРӨӨ БАЙР ЗАРНА📍
⭕️ 109,1м2 | 4 өрөө
⭕️ 15/15давхарт | Дулаан зогсоолтой
⭕️ Үнэ:1м2 4.600.000
☑️ Kitchen all-р хийлгүүлсэн гал тогооны тавилга, мастер унтлагын өрөөний хувцасны шүүгээ дагалдана.
☑️ Мастер унтлагын өрөө хувцасны өрөөтэйгээ хамт, 2 энгийн унтлагын өрөө, зочны өрөө гал тогооны хэсгийн хамт
☑️ Хоорондоо хамааралтай 2 грашын хамт авах боломжтой.",https://www.unegui.mn/adv/8013529_seven-star-residence-109-1mkb-4-uruu/,Паркет,Тагтгүй,2023,Байгаа,Вакум,15,Бүргэд,109.1 м²,15,Лизинггүй,7,Ашиглалтад орсон,17,58,,,,,,,,,Сүхбаатар,,,501.86,109.1,4.6
835,Сансар гарден 55.04 мкв,319 сая ₮,3/19/2024,9:20,8042208,,2 өрөө,"УБ — Баянзүрх, Сансар",,https://www.unegui.mn/adv/8042208_sansar-garden/,Паркет,1 тагттай,2023,Байхгүй,Вакум,23,Бүргэд,55.04 м²,8,Банкны лизингтэй,2,Ашиглалтад орсон,17,59,,,Сансар,,,,,,Баянзүрх,Сансар,,319,55.04,5.795784884
836,Global town residence 4 өрөө 147.24м2,5.3 сая ₮,3/19/2024,9:19,7657869,,4 өрөө,"УБ — Хан-Уул, Хан-Уул, Хороо 15","
📍Хан-Уул дүүргийн 15-р хороо
🌐 Global Town Residence 4 сард ашиглтанд орно С блок
✅Цонх зүүн болон зүүн хойш
✅ Зүүн талд БНСУ-ын элчин байрладаг
✅ Барилгын үзэгдэх орчин хааж барилга барих боломжгүй
✅ Цэцэрлэгт хүрээлэн, фитнесс ойролцоо
✅ Наадам центр, Сансар, Номин супермаркет ойролцоо
Төлбөрийн нөхцөл:
✅Бэлэн төлөлт
✅ Банкны энгийн орон сууцны зээлээр авах боломжтой",https://www.unegui.mn/adv/7657869_global-town-residence/,Паркет,1 тагттай,2024,Байхгүй,Вакум,22,Бүргэд,147.24 м²,7,Банкны лизингтэй,5,Ашиглалтад орсон,17,60,,,Зайсан хойно,,,,,,Хан-Уул,Хороо 15,15,5.3,147.24,0.035995653
837,Бзд 42р хороо 2 өрөө орон сууц 37м2,"110 сая ₮
үнэ тохирно",3/19/2024,9:19,8134657,,2 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 42","
2 өрөө байр зарна, өвөлдөө маш дулаахан, бүрэн цутгамал, нарантуул болон сандей гээд бүх үйлчилгээндээ ойрхон, хажуудаа услын цэцэрлэгтээ, мөн улсын сургууль хажуудаа баригдахаар шийдвэр гараад газар нь шийдэгдсэн, хүн ороод шууд амьдрах боломжтой, цэвэрхэн байраа хямд зарна. Талбайн хэмжилтээр 39мкв гэж гарсан байдаг.",https://www.unegui.mn/adv/8134657_2-oroo-oron-suuts-zarna/,Паркет,1 тагттай,2016,Байхгүй,Вакум,12,Бүргэд,37.0 м²,6,Банкны лизингтэй,2,Ашиглалтад орсон,2,24,,,,,,,,,Баянзүрх,Хороо 42,42,110,37,2.972972973
838,Дөлгөөн нуурт 53.89мкв 2 өрөө,3.5 сая ₮,3/19/2024,9:18,8134805,,2 өрөө,"УБ — Сүхбаатар, Дөлгөөн нуур","
Дөлгөөн нуурт шинээр ашиглалтад орж байгаа Марта Грин хотхонд баруун урагш эсвэл зүүн урагш харууцтай цэлгэр 2 өрөө худалдана. Давхрын сонголт 9 болон 10.",https://www.unegui.mn/adv/8134805_dolgon-nuurt-shine-2-oroo/,Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,53.89 м²,9,Лизинггүй,3,Ашиглалтад орсон,18,1,,,Дөлгөөн нуур,,,,,,Сүхбаатар,Дөлгөөн нуур,,3.5,53.89,0.064947114
839,гэмтэлийн эмнэлэг 1 өрөө орон сууц,125 сая ₮,3/19/2024,9:18,8120543,,1 өрөө,"УБ — Баянгол, Гэмтэл согог судлалын үндэсний төв","
Цэвэрхэн дулаахан том талбайтай 1 өрөө орон сууц худалдана гэрчилгээ бэлэн",https://www.unegui.mn/adv/8120543_modny2-yn-golyn-zam-gemteliin-emneleg-talruugaa-1-oroo-oron-suuts/,Паркет,1 тагттай,2014,Байхгүй,Вакум,6,Бүргэд,43.0 м²,2,Лизинггүй,2,Ашиглалтад орсон,18,2,,,,,,,,,Баянгол,Гэмтэл согог судлалын үндэсний төв,,125,43,2.906976744
840,Буянт гарденд бүрэн смарт 2 өрөө байр 71.0 мкв,"300 сая ₮
үнэ тохирно",3/19/2024,9:18,8084063,,2 өрөө,"УБ — Хан-Уул, Яармаг","
Яармаг цэвэр агаарт, Томъёо сургуулийн зүүн талд Буянт гарден хотхонд тансаг зэрэглэлийн бүрэн смарт 2 өрөө байрыг борлуулалтаас хямд худалдана.",https://www.unegui.mn/adv/8084063_buiant-gardend-buren-smart-tansag-zeregleliin-bair/,Паркет,1 тагттай,2024,Байхгүй,Вакум,7,Төмөр,71.0 м²,2,Лизинггүй,3,Ашиглалтад орсон,18,3,,,Яармаг,,,,,,Хан-Уул,Яармаг,,300,71,4.225352113
841,"Худ зайсанд, golden buddha 77 мкв 2 өрөө орон сууц",435 сая ₮,3/19/2024,9:17,8112104,,2 өрөө,"УБ — Хан-Уул, Зайсан","
📍ХУД Зайсанд, “Golden buddha” 77 мкв 2 өрөө орон сууц худалдана.
✨ҮНЭ: 435 сая ₮/1мкв-5.6 сая/
Нэмэлт мэдээлэл:
▪️77 мкв | 15/12 давхарт
▪️Цонх- Хойшоо
▪️Хувцасны өрөөтэй",https://www.unegui.mn/adv/8112104_khud-zaisand-golden-buddha-77-mkv-2-oroo-oron-suuts-khudaldana/,Паркет,1 тагттай,2019,Байхгүй,Вакум,15,Төмөр,77.0 м²,12,Лизинггүй,2,Ашиглалтад орсон,18,4,,,Зайсан,,,,,,Хан-Уул,Зайсан,,435,77,5.649350649
842,"Худ, зайсан виста хотхонд мастертай 3 өрөө орон сууц",585 сая ₮,3/19/2024,9:16,8084029,,3 өрөө,"УБ — Хан-Уул, Зайсан","
📍ХУД, #Зайсан виста хотхонд мастертай 3 өрөө орон сууц худалдана.

✨Үнэ: 585 сая ₮/1мкв-5.65/

Нэмэлт мэдээлэл:
▪️103.24 мкв | 10/4 давхарт
▪️Цонх- Урагш, зүүн, хойшоо
▪️ 2 АЦӨ, 2 тагттай
▪️Суурилуулсан тавилга дагалдана",https://www.unegui.mn/adv/8084029_khud-zaisan-vista-khotkhond-mastertai-3-oroo-oron-suuts-khudaldana/,Паркет,1 тагттай,2021,Байхгүй,Вакум,10,Төмөр,103.24 м²,4,Лизинггүй,4,Ашиглалтад орсон,18,5,,,Зайсан,,,,,,Хан-Уул,Зайсан,,585,103.24,5.666408369
843,Мишээл экспо-н зүүн талд астра ривер вью хотхонд 88.79мкв 3 өрөө байр,310.76 сая ₮,3/19/2024,9:16,7988956,,3 өрөө,"УБ — Хан-Уул, Мишээл",,https://www.unegui.mn/adv/7988956_misheel-ekspo-n-zuun-tald-astra-river-viu-khotkhond-88-79mkv-3-oroo-bair-khudaldana/,Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Төмөр,88.79 м²,2,Лизинггүй,4,Ашиглалтад орсон,18,6,,,Мишээл,,,,,,Хан-Уул,Мишээл,,310.76,88.79,3.499943687
844,"Сбд, хүүхдийн 100-д 3 өрөө орон сууц 72м2",320 сая ₮,3/19/2024,9:16,8071408,,3 өрөө,"УБ — Сүхбаатар, Сүхбаатар, Хороо 1","
📍СБД, Хүүхдийн 100-д 3 өрөө орон сууц худалдана.

✨Үнэ: 320 сая ₮

Нэмэлт мэдээлэл:
▪️72 мкв | 9/7 давхарт
▪️Цонх -урагшаа хойшоо
▪️Орос 3, 6, 31,45,11-р сургуулиудтай ойр
▪️Гэрчилгээ бэлэн",https://www.unegui.mn/adv/8071408_sbd-khuukhdiin-100-d-3-oroo-oron-suuts-khudaldana/,Паркет,1 тагттай,1995,Байхгүй,Вакум,9,Төмөр,72.0 м²,7,Лизинггүй,4,Ашиглалтад орсон,18,7,,,Талбай,,,,,,Сүхбаатар,Хороо 1,1,320,72,4.444444444
